Title;Rank
Geochimica et Cosmochimica Acta;996
Journal of Public Transportation;997
Bioactive Materials;998
Journal of the American Society of Echocardiography;999
Military Medical Research;1000
Neuropsychopharmacology;1001
Annals of Epidemiology;1002
ACS Photonics;1003
Materials Research Letters;1004
Personality and Social Psychology Bulletin;1005
Proceedings of the ACM SIGMOD International Conference on Management of Data;1006
Tourism Geographies;1007
British Journal of Cancer;1008
Journal of the American Taxation Association;1009
Annual Review of Chemical and Biomolecular Engineering;1010
American Journal of Sports Medicine;1011
IEEE Transactions on Dependable and Secure Computing;1012
Chest;1013
Nano Research;1014
BMJ Global Health;1015
Journal of Retailing and Consumer Services;1016
BioScience;1017
Rhinology;1018
IEEE Industrial Electronics Magazine;1019
Proceedings of the Annual ACM Symposium on Principles of Distributed Computing;1020
Communications Biology;1021
Virus Evolution;1022
Journal of Structural Biology: X;1023
Energy Strategy Reviews;1024
npj Parkinson's Disease;1025
Journal of the Association for Information Systems;1026
Genomics, Proteomics and Bioinformatics;1027
Journal of Energy Chemistry;1028
Fish and Fisheries;1029
Business Strategy and the Environment;1030
Health systems in transition;1031
Reading Research Quarterly;1032
Oxford Review of Economic Policy;1033
Journal of the American Heart Association;1034
Open Biology;1035
Biomaterials Research;1036
Future Generation Computer Systems;1037
IEEE Geoscience and Remote Sensing Magazine;1038
Bayesian Analysis;1039
Journal of Information Technology;1040
Transportation Research, Part A: Policy and Practice;1041
Breast Cancer Research;1042
Travel Medicine and Infectious Disease;1043
Journal of Marriage and Family;1044
International Economic Review;1045
Immunology;1046
Annals of Intensive Care;1047
Probability Theory and Related Fields;1048
Antiviral Research;1049
Polymer Reviews;1050
Genetics;1051
Journal of Metamorphic Geology;1052
American Journal of Preventive Medicine;1053
IEEE Robotics and Automation Letters;1054
Industrial Marketing Management;1055
Accounting, Organizations and Society;1056
Journal of Purchasing and Supply Management;1057
Critical Reviews in Environmental Science and Technology;1058
International Review of Cell and Molecular Biology;1059
Journal of Cardiovascular Magnetic Resonance;1060
Journal of Pineal Research;1061
European Journal of Information Systems;1062
IEEE Radio Frequency Integrated Circuits Symposium, RFIC, Digest of Technical Papers;1063
Progress in Surface Science;1064
Acta Pharmaceutica Sinica B;1065
Opto-Electronic Advances;1066
Biochimie Open;1067
Resuscitation;1068
Seminars in Cell and Developmental Biology;1069
Global Food Security;1070
Global Biogeochemical Cycles;1071
TrAC - Trends in Analytical Chemistry;1072
Experimental Economics;1073
Journal of Ecology;1074
Journal of Network and Computer Applications;1075
Knowledge-Based Systems;1076
IEEE Transactions on Control Systems Technology;1077
Redox Biology;1078
Tunnelling and Underground Space Technology;1079
Gondwana Research;1080
Mayo Clinic Proceedings;1081
Antipode;1082
Artificial Intelligence Review;1083
Financial Management;1084
Human Molecular Genetics;1085
Child Development;1086
Computer Methods in Applied Mechanics and Engineering;1087
Computers in Human Behavior;1088
Developmental Science;1089
Translational Research;1090
Bone and Joint Journal;1091
eTransportation;1092
IEEE Transactions on Transportation Electrification;1093
Current Opinion in Biotechnology;1094
Journal of Innovation and Knowledge;1095
Critical Finance Review;1096
Reviews in Physics;1097
Gastrointestinal Endoscopy;1098
Journal of the International AIDS Society;1099
Advances in Physics: X;1100
Current Protocols in Immunology;1101
Clinical Reviews in Allergy and Immunology;1102
Circulation: Cardiovascular Imaging;1103
Philosophical Transactions of the Royal Society B: Biological Sciences;1104
Microbiology spectrum;1105
Travel Behaviour and Society;1106
Advances in Nutrition;1107
Heart;1108
IEEE/ACM Transactions on Networking;1109
mSystems;1110
"ACS applied materials &amp; interfaces";1111
Biological Conservation;1112
British Journal of Psychiatry;1113
Biostatistics;1114
Pain;1115
Social Forces;1116
Current Topics in Membranes;1117
Journal of the American Geriatrics Society;1118
Nano Materials Science;1119
Food Hydrocolloids;1120
IEEE/CAA Journal of Automatica Sinica;1121
Communications Physics;1122
Reviews in Environmental Science and Biotechnology;1123
American Journal of Surgical Pathology;1124
IEEE Transactions on Antennas and Propagation;1125
Real Estate Economics;1126
Energy Policy;1127
Nanophotonics;1128
International Journal of Antimicrobial Agents;1129
Composites Part B: Engineering;1130
JCO Precision Oncology;1131
JACC: Clinical Electrophysiology;1132
Biosensors and Bioelectronics;1133
Journal of Nuclear Medicine;1134
Environmental Research Letters;1135
IEEE Transactions on Intelligent Transportation Systems;1136
npj Genomic Medicine;1137
Advances in Colloid and Interface Science;1138
IMF Economic Review;1139
Current HIV/AIDS Reports;1140
Journal of Corporate Finance;1141
International Journal of Educational Technology in Higher Education;1142
Plant Journal;1143
Journal des Mathematiques Pures et Appliquees;1144
Cell Death and Disease;1145
Contemporary Physics;1146
Current Opinion in Virology;1147
Current Opinion in Environmental Sustainability;1148
American Society of Clinical Oncology educational book / ASCO. American Society of Clinical Oncology. Meeting;1149
ChemSusChem;1150
OncoImmunology;1151
IEEE/ASME Transactions on Mechatronics;1152
Transportation Research Interdisciplinary Perspectives;1153
Clinical Oral Implants Research;1154
Environmental Health Perspectives;1155
Journal of Petrology;1156
IEEE Transactions on Energy Conversion;1157
Current Opinion in Psychology;1158
Drugs;1159
Mass Spectrometry Reviews;1160
Journal of Applied Ecology;1161
Solar RRL;1162
Mathematical Models and Methods in Applied Sciences;1163
Translational Psychiatry;1164
European Political Science Review;1165
Tobacco Control;1166
Language Teaching;1167
Radiology: Cardiothoracic Imaging;1168
Research;1169
Alzheimer's and Dementia: Translational Research and Clinical Interventions;1170
Cerebral Cortex;1171
Expert Systems with Applications;1172
Alcohol research : current reviews;1173
Journal of Computational Physics;1174
Technovation;1175
Liver International;1176
IEEE Communications Standards Magazine;1177
Survey of Ophthalmology;1178
Calculus of Variations and Partial Differential Equations;1179
Journal of Conflict Resolution;1180
Liver Cancer;1181
Vehicular Communications;1182
Theranostics;1183
Qualitative Research in Sport, Exercise and Health;1184
Annals of the International Communication Association;1185
Current Psychiatry Reports;1186
Addiction;1187
Studies in Science Education;1188
International Journal of Cancer;1189
West European Politics;1190
Journal of Arthroplasty;1191
Journal of Travel and Tourism Marketing;1192
Learning, Media and Technology;1193
Journal of Policy Analysis and Management;1194
Journal of Stroke;1195
Journal of Virology;1196
Multivariate Behavioral Research;1197
British Journal of Management;1198
Demography;1199
European Stroke Journal;1200
IEEE Reviews in Biomedical Engineering;1201
Econometric Theory;1202
Energy;1203
Big Data and Society;1204
Globalization and Health;1205
npj Clean Water;1206
Journal of Health Economics;1207
Assessment and Evaluation in Higher Education;1208
Dialogues in Human Geography;1209
Functional Ecology;1210
Neuropsychology Review;1211
Progress in Cardiovascular Diseases;1212
International Journal of Behavioral Nutrition and Physical Activity;1213
IEEE Transactions on Software Engineering;1214
Journal of Clinical Child and Adolescent Psychology;1215
Plant, Cell and Environment;1216
American Journal of Respiratory Cell and Molecular Biology;1217
Journal of Cerebral Blood Flow and Metabolism;1218
Obstetrics and Gynecology;1219
Quantum Science and Technology;1220
Journal of the American Medical Directors Association;1221
Smart Materials in Medicine;1222
Behaviour Research and Therapy;1223
Ecology;1224
Conservation Biology;1225
Current Problems in Cardiology;1226
Journal of the American Medical Informatics Association : JAMIA;1227
Advanced healthcare materials;1228
Sustainable Cities and Society;1229
Organizational Psychology Review;1230
Statistical Science;1231
IEEE Transactions on Emerging Topics in Computational Intelligence;1232
Journal of Public Relations Research;1233
New Technology, Work and Employment;1234
Probability Surveys;1235
Sociological Theory;1236
Journal of Physical Chemistry Letters;1237
Lancet Regional Health - Western Pacific, The;1238
Finance Research Letters;1239
SciPost Physics;1240
2D Materials;1241
IEEE Transactions on Microwave Theory and Techniques;1242
European Journal of Nuclear Medicine and Molecular Imaging;1243
Biofuel Research Journal;1244
European Sociological Review;1245
MIS Quarterly Executive;1246
Psychotherapy;1247
Aldrichimica Acta;1248
Journal of Hospitality Marketing and Management;1249
Metabolic Engineering;1250
British Journal of Pharmacology;1251
Human Reproduction;1252
Carbon;1253
Journal of International Marketing;1254
Obstetrics and Gynecology Clinics of North America;1255
Physics of Life Reviews;1256
British Journal of Mathematical and Statistical Psychology;1257
British Journal of Social Psychology;1258
Journal of Hazardous Materials;1259
International Journal of Forecasting;1260
Biology of Sex Differences;1261
Neurobiology of Disease;1262
Sociological Methodology;1263
Proceedings of the Royal Society B: Biological Sciences;1264
Reviews in Aquaculture;1265
Journal of Business Logistics;1266
Photonics Research;1267
Ethics;1268
IEEE Transactions on Industry Applications;1269
Journal of Power Sources;1270
Transportation Research, Part D: Transport and Environment;1271
Journal of Topology;1272
Progress in Photovoltaics: Research and Applications;1273
International Journal of Research in Undergraduate Mathematics Education;1274
Foundations and Trends in Econometrics;1275
Interpreting;1276
Publications of the Astronomical Society of the Pacific;1277
