Title;Country;Region
Robotics and Computer-Integrated Manufacturing;United Kingdom;Western Europe
Child Development Perspectives;United Kingdom;Western Europe
European Journal of Cancer;United Kingdom;Western Europe
Global Strategy Journal;United States;Northern America
European Heart Journal Cardiovascular Imaging;United Kingdom;Western Europe
npj Breast Cancer;United Kingdom;Western Europe
Journal of Statistical Software;United States;Northern America
Journal of Service Management;United Kingdom;Western Europe
Alimentary Pharmacology and Therapeutics;United Kingdom;Western Europe
Bone Research;United Kingdom;Western Europe
Foundations and Trends in Communications and Information Theory;United States;Northern America
National Science Review;United Kingdom;Western Europe
Comprehensive Physiology;United States;Northern America
Human Resource Management Review;United Kingdom;Western Europe
Progress in Lipid Research;United Kingdom;Western Europe
International Journal of Epidemiology;United Kingdom;Western Europe
JHEP Reports;Netherlands;Western Europe
Transportation Research, Part E: Logistics and Transportation Review;United Kingdom;Western Europe
Organizational Behavior and Human Decision Processes;United States;Northern America
Journal of Peasant Studies;United Kingdom;Western Europe
Duke Mathematical Journal;United States;Northern America
Energy Conversion and Management;United Kingdom;Western Europe
Acta Materialia;United Kingdom;Western Europe
Additive Manufacturing;Netherlands;Western Europe
European Journal of Political Research;United Kingdom;Western Europe
Information Systems Journal;United Kingdom;Western Europe
Journal of Urban Economics;United States;Northern America
Political Behavior;United States;Northern America
Transportation Science;United States;Northern America
International Journal of Production Economics;Netherlands;Western Europe
Journal of the ACM;United States;Northern America
IEEE Wireless Communications Letters;United States;Northern America
Water Research;United Kingdom;Western Europe
Journal of Vocational Behavior;United States;Northern America
Annals of PDE;Switzerland;Western Europe
Journal of the Association of Environmental and Resource Economists;United States;Northern America
Blood Reviews;United States;Northern America
Blood advances;United States;Northern America
Mathematical Programming;Germany;Western Europe
Proceedings - IEEE INFOCOM;United States;Northern America
Public Administration Review;United Kingdom;Western Europe
Nous;United States;Northern America
Journal of Clinical Microbiology;United States;Northern America
Neural Networks;United Kingdom;Western Europe
International Journal of Production Research;United Kingdom;Western Europe
Natural Product Reports;United Kingdom;Western Europe
Progress in Quantum Electronics;United Kingdom;Western Europe
Diabetes;United States;Northern America
Evolution Letters;United Kingdom;Western Europe
Mechanical Systems and Signal Processing;United States;Northern America
mBio;United States;Northern America
ACM Transactions on Intelligent Systems and Technology;United States;Northern America
Journal of Product Innovation Management;United Kingdom;Western Europe
Environment international;United Kingdom;Western Europe
Cytokine and Growth Factor Reviews;United Kingdom;Western Europe
Periodontology 2000;Denmark;Western Europe
Aging Cell;United Kingdom;Western Europe
Journal of Autoimmunity;United States;Northern America
Journal of Teacher Education;United States;Northern America
Stata Journal;Germany;Western Europe
NeuroImage;United States;Northern America
Journal of Industrial Information Integration;Netherlands;Western Europe
Plant Communications;United States;Northern America
Omega;United Kingdom;Western Europe
IEEE Transactions on Multimedia;United States;Northern America
Metabolism: Clinical and Experimental;United Kingdom;Western Europe
Journal of World Business;United States;Northern America
International Journal of Plasticity;United Kingdom;Western Europe
Swarm and Evolutionary Computation;Netherlands;Western Europe
American Journal of Sociology;United States;Northern America
Essays in Biochemistry;United Kingdom;Western Europe
Nature reviews. Rheumatology;United Kingdom;Western Europe
Strategic Organization;United Kingdom;Western Europe
Journal of Photochemistry and Photobiology C: Photochemistry Reviews;Netherlands;Western Europe
Applied Linguistics;United Kingdom;Western Europe
Business and Society;United Kingdom;Western Europe
Global Ecology and Biogeography;United Kingdom;Western Europe
IEEE Transactions on Services Computing;United States;Northern America
Quantum;Austria;Western Europe
Cardiovascular Research;United Kingdom;Western Europe
Journal of Research in Science Teaching;United States;Northern America
Environmental Science and Technology Letters;United States;Northern America
Journal of Advertising;United States;Northern America
Journal of Clinical Periodontology;Denmark;Western Europe
PLoS Genetics;United States;Northern America
Plant Biotechnology Journal;United Kingdom;Western Europe
Human Resource Management;United States;Northern America
Journal of Anxiety Disorders;United Kingdom;Western Europe
Cambridge Journal of Regions, Economy and Society;United Kingdom;Western Europe
Journal of Economic Theory;United States;Northern America
Memoirs of the American Mathematical Society;United States;Northern America
Clinical Gastroenterology and Hepatology;United Kingdom;Western Europe
Journal of Neuroscience;United States;Northern America
Materials Today Nano;United Kingdom;Western Europe
Physiology;United States;Northern America
Critical Care Medicine;United States;Northern America
International Journal of Computer-Supported Collaborative Learning;United States;Northern America
Molecular Metabolism;Germany;Western Europe
American Journal of Gastroenterology;United States;Northern America
IEEE Journal of Emerging and Selected Topics in Power Electronics;United States;Northern America
IEEE Transactions on Signal Processing;United States;Northern America
Trends in Biotechnology;United Kingdom;Western Europe
Kidney International Supplements;United States;Northern America
Arteriosclerosis, Thrombosis, and Vascular Biology;United States;Northern America
Biomaterials;United Kingdom;Western Europe
BMC Biology;United Kingdom;Western Europe
Nanoscale Horizons;United Kingdom;Western Europe
Archive for Rational Mechanics and Analysis;United States;Northern America
EBioMedicine;Netherlands;Western Europe
Geometric and Functional Analysis;Switzerland;Western Europe
Diabetes Technology and Therapeutics;United States;Northern America
Neuroscience and Biobehavioral Reviews;United Kingdom;Western Europe
Depression and Anxiety;United States;Northern America
