Title;Category;rank
Molecular Biology and Evolution;Genetics;Q1
Molecular Biology and Evolution;Molecular Biology;Q1
Lancet HIV,The;Epidemiology;Q1
Lancet HIV,The;Immunology;Q1
Lancet HIV,The;Infectious Diseases;Q1
Lancet HIV,The;Virology;Q1
Psychological Methods;History and Philosophy of Science;Q1
Psychological Methods;Psychology, miscellaneous;Q1
Studies in Mycology;Agricultural and Biological Sciences, miscellaneous;Q1
Studies in Mycology;Plant Science;Q1
IEEE Transactions on Smart Grid;Computer Science, miscellaneous;Q1
Journal of Business and Economic Statistics;Economics and Econometrics;Q1
Journal of Business and Economic Statistics;Social Sciences, miscellaneous;Q1
Journal of Business and Economic Statistics;Statistics and Probability;Q1
Journal of Business and Economic Statistics;Statistics, Probability and Uncertainty;Q1
Hepatology;Hepatology;Q1
Hepatology;Medicine, miscellaneous;Q1
European Journal of Heart Failure;Cardiology and Cardiovascular Medicine;Q1
Annual Review of Medicine;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
Annual Review of Medicine;Medicine, miscellaneous;Q1
Nature Human Behaviour;Behavioral Neuroscience;Q1
Nature Human Behaviour;Experimental and Cognitive Psychology;Q1
Nature Human Behaviour;Social Psychology;Q1
Acta Neuropathologica;Cellular and Molecular Neuroscience;Q1
Acta Neuropathologica;Neurology, clinical;Q1
Acta Neuropathologica;Pathology and Forensic Medicine;Q1
Advances in Computers;Computer Science, miscellaneous;Q1
Organizational Research Methods;Decision Sciences, miscellaneous;Q1
Organizational Research Methods;Management of Technology and Innovation;Q1
Organizational Research Methods;Strategy and Management;Q1
Lancet Haematology,The;Hematology;Q1
Journal of Financial Intermediation;Economics and Econometrics;Q1
Journal of Financial Intermediation;Finance;Q1
Signal Transduction and Targeted Therapy;Cancer Research;Q1
Signal Transduction and Targeted Therapy;Genetics;Q1
IEEE Communications Magazine;Computer Networks and Communications;Q1
IEEE Communications Magazine;Computer Science Applications;Q1
IEEE Communications Magazine;Electrical and Electronic Engineering;Q1
Angewandte Chemie - International Edition;Catalysis;Q1
Angewandte Chemie - International Edition;Chemistry, miscellaneous;Q1
Economic Journal;Economics and Econometrics;Q1
Management Science;Management Science and Operations Research;Q1
Management Science;Strategy and Management;Q1
ACM Computing Surveys;Computer Science, miscellaneous;Q1
ACM Computing Surveys;Theoretical Computer Science;Q1
Journal of Public Economics;Economics and Econometrics;Q1
Journal of Public Economics;Finance;Q1
Personnel Psychology;Applied Psychology;Q1
Personnel Psychology;Organizational Behavior and Human Resource Management;Q1
Human Reproduction Update;Obstetrics and Gynecology;Q1
Human Reproduction Update;Reproductive Medicine;Q1
Genome Medicine;Genetics;Q1
Genome Medicine;Genetics, clinical;Q1
Genome Medicine;Molecular Biology;Q1
Genome Medicine;Molecular Medicine;Q1
Alzheimer's and Dementia;Cellular and Molecular Neuroscience;Q1
Alzheimer's and Dementia;Developmental Neuroscience;Q1
Alzheimer's and Dementia;Epidemiology;Q1
Alzheimer's and Dementia;Geriatrics and Gerontology;Q1
Alzheimer's and Dementia;Health Policy;Q1
Alzheimer's and Dementia;Neurology, clinical;Q1
Alzheimer's and Dementia;Psychiatry and Mental Health;Q1
Strategy Science;Business and International Management;Q1
Strategy Science;Management of Technology and Innovation;Q1
Strategy Science;Management Science and Operations Research;Q1
Strategy Science;Strategy and Management;Q1
IEEE Network;Computer Networks and Communications;Q1
IEEE Network;Hardware and Architecture;Q1
IEEE Network;Information Systems;Q1
IEEE Network;Software;Q1
Review of Asset Pricing Studies;Economics and Econometrics;Q1
Review of Asset Pricing Studies;Finance;Q1
American Journal of Human Genetics;Genetics;Q1
American Journal of Human Genetics;Genetics, clinical;Q1
Trends in Chemistry;Chemistry, miscellaneous;Q1
Journal of Infection;Infectious Diseases;Q1
Journal of Infection;Microbiology, medical;Q1
Brookings Papers on Economic Activity;Business, Management and Accounting, miscellaneous;Q1
Brookings Papers on Economic Activity;Economics and Econometrics;Q1
Progress in Particle and Nuclear Physics;Nuclear and High Energy Physics;Q1
Advanced Functional Materials;Biomaterials;Q1
Advanced Functional Materials;Chemistry, miscellaneous;Q1
Advanced Functional Materials;Condensed Matter Physics;Q1
Advanced Functional Materials;Electrochemistry;Q1
Advanced Functional Materials;Electronic, Optical and Magnetic Materials;Q1
Advanced Functional Materials;Materials Science, miscellaneous;Q1
Advanced Functional Materials;Nanoscience and Nanotechnology;Q1
Advances in Methods and Practices in Psychological Science;Psychology, miscellaneous;Q1
American Journal of Political Science;Political Science and International Relations;Q1
American Journal of Political Science;Sociology and Political Science;Q1
Leadership Quarterly;Applied Psychology;Q1
Leadership Quarterly;Business and International Management;Q1
Leadership Quarterly;Organizational Behavior and Human Resource Management;Q1
Leadership Quarterly;Sociology and Political Science;Q1
Wiley Interdisciplinary Reviews: Computational Molecular Science;Biochemistry;Q1
Wiley Interdisciplinary Reviews: Computational Molecular Science;Computational Mathematics;Q1
Wiley Interdisciplinary Reviews: Computational Molecular Science;Computer Science Applications;Q1
Wiley Interdisciplinary Reviews: Computational Molecular Science;Materials Chemistry;Q1
Wiley Interdisciplinary Reviews: Computational Molecular Science;Physical and Theoretical Chemistry;Q1
Med;Medicine, miscellaneous;Q1
Nature Plants;Plant Science;Q1
Trends in Immunology;Immunology;Q1
Trends in Immunology;Immunology and Allergy;Q1
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques;Mathematics, miscellaneous;Q1
Journal of Extracellular Vesicles;Cell Biology;Q1
Journal of Extracellular Vesicles;Histology;Q1
Energy Storage Materials;Energy Engineering and Power Technology;Q1
Energy Storage Materials;Materials Science, miscellaneous;Q1
Energy Storage Materials;Renewable Energy, Sustainability and the Environment;Q1
Nature Communications;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
Nature Communications;Chemistry, miscellaneous;Q1
Nature Communications;Physics and Astronomy, miscellaneous;Q1
Cell Reports;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
Annual Review of Virology;Virology;Q1
Strategic Entrepreneurship Journal;Business and International Management;Q1
Strategic Entrepreneurship Journal;Economics and Econometrics;Q1
Strategic Entrepreneurship Journal;Strategy and Management;Q1
Blood;Biochemistry;Q1
Blood;Cell Biology;Q1
Blood;Hematology;Q1
Blood;Immunology;Q1
Analytic Methods in Accident Research;Safety Research;Q1
Analytic Methods in Accident Research;Transportation;Q1
Annual Review of Marine Science;Oceanography;Q1
Immunological Reviews;Immunology;Q1
Immunological Reviews;Immunology and Allergy;Q1
Digest of Technical Papers - IEEE International Solid-State Circuits Conference;Electrical and Electronic Engineering
Digest of Technical Papers - IEEE International Solid-State Circuits Conference;Electronic, Optical and Magnetic Materials
Journal of Monetary Economics;Economics and Econometrics;Q1
Journal of Monetary Economics;Finance;Q1
Journal of the National Cancer Institute;Cancer Research;Q1
Journal of the National Cancer Institute;Oncology;Q1
eLife;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
eLife;Immunology and Microbiology, miscellaneous ;Q1
eLife;Medicine, miscellaneous;Q1
eLife;Neuroscience, miscellaneous;Q1
Journal of Thoracic Oncology;Medicine, miscellaneous;Q1
Journal of Thoracic Oncology;Oncology;Q1
Journal of Thoracic Oncology;Pulmonary and Respiratory Medicine;Q1
Applied Physics Reviews;Physics and Astronomy, miscellaneous;Q1
Cold Spring Harbor perspectives in biology;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
Molecular Neurodegeneration;Cellular and Molecular Neuroscience;Q1
Molecular Neurodegeneration;Molecular Biology;Q1
Molecular Neurodegeneration;Neurology, clinical;Q1
Radiology: Artificial Intelligence;Artificial Intelligence;Q1
Radiology: Artificial Intelligence;Radiological and Ultrasound Technology;Q1
Radiology: Artificial Intelligence;Radiology, Nuclear Medicine and Imaging;Q1
Annual Review of Materials Research;Materials Science, miscellaneous;Q1
Political Analysis;Political Science and International Relations;Q1
Political Analysis;Sociology and Political Science;Q1
Circulation Research;Cardiology and Cardiovascular Medicine;Q1
Circulation Research;Physiology;Q1
Developmental Cell;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q1
Developmental Cell;Cell Biology;Q1
Developmental Cell;Developmental Biology;Q1
Developmental Cell;Molecular Biology;Q1
IEEE Signal Processing Magazine;Applied Mathematics;Q1
IEEE Signal Processing Magazine;Electrical and Electronic Engineering;Q1
IEEE Signal Processing Magazine;Music;Q1
IEEE Signal Processing Magazine;Signal Processing;Q1
Nano Energy;Electrical and Electronic Engineering;Q1
Nano Energy;Materials Science, miscellaneous;Q1
Nano Energy;Renewable Energy, Sustainability and the Environment;Q1
Proceedings of the IEEE;Computer Science, miscellaneous;Q1
Proceedings of the IEEE;Electrical and Electronic Engineering;Q1
Accounting Review;Accounting;Q1
Accounting Review;Economics and Econometrics;Q1
Accounting Review;Finance;Q1
Annual Review of Environment and Resources;Environmental Science, miscellaneous;Q1
EClinicalMedicine;Medicine, miscellaneous;Q1
IEEE Transactions on Power Systems;Electrical and Electronic Engineering;Q1
IEEE Transactions on Power Systems;Energy Engineering and Power Technology;Q1
Journal of Management Studies;Business and International Management;Q1
Journal of Management Studies;Management of Technology and Innovation;Q1
Journal of Management Studies;Strategy and Management;Q1
Annals of Internal Medicine;Internal Medicine;Q1
Annals of Internal Medicine;Medicine, miscellaneous;Q1
Psychological Science in the Public Interest, Supplement;Psychology, miscellaneous;Q1
ACS Nano;Engineering, miscellaneous;Q1
ACS Nano;Materials Science, miscellaneous;Q1
ACS Nano;Nanoscience and Nanotechnology;Q1
ACS Nano;Physics and Astronomy, miscellaneous;Q1
Nature Machine Intelligence;Artificial Intelligence;Q1
Nature Machine Intelligence;Computer Networks and Communications;Q1
Nature Machine Intelligence;Computer Vision and Pattern Recognition;Q1
Nature Machine Intelligence;Human-Computer Interaction;Q1
Nature Machine Intelligence;Software;Q1
Protein Science;Biochemistry;Q1
Protein Science;Medicine, miscellaneous;Q1
Protein Science;Molecular Biology;Q1
Radiology;Radiology, Nuclear Medicine and Imaging;Q1
Journal of the American Society of Nephrology : JASN;Medicine, miscellaneous;Q1
Journal of the American Society of Nephrology : JASN;Nephrology;Q1
Science advances;Multidisciplinary;Q1
International Journal of Information Management;Artificial Intelligence;Q1
International Journal of Information Management;Computer Networks and Communications;Q1
International Journal of Information Management;Information Systems;Q1
International Journal of Information Management;Information Systems and Management;Q1
International Journal of Information Management;Library and Information Sciences;Q1
International Journal of Information Management;Management Information Systems;Q1
International Journal of Information Management;Marketing;Q1
Brain;Medicine, miscellaneous;Q1
Brain;Neurology, clinical;Q1
Perspectives on Psychological Science;Psychology, miscellaneous;Q1
Information Fusion;Hardware and Architecture;Q1
Information Fusion;Information Systems;Q1
Information Fusion;Signal Processing;Q1
Information Fusion;Software;Q1
Trends in Genetics;Genetics;Q1
Inventiones Mathematicae;Mathematics, miscellaneous;Q1
Annual Review of Earth and Planetary Sciences;Astronomy and Astrophysics;Q1
Annual Review of Earth and Planetary Sciences;Earth and Planetary Sciences, miscellaneous;Q1
Annual Review of Earth and Planetary Sciences;Space and Planetary Science;Q1
Carbon Energy;Energy, miscellaneous;Q1
Carbon Energy;Materials Chemistry;Q1
Carbon Energy;Materials Science, miscellaneous;Q1
Carbon Energy;Renewable Energy, Sustainability and the Environment;Q1
IEEE Transactions on Cybernetics;Computer Science Applications;Q1
IEEE Transactions on Cybernetics;Control and Systems Engineering;Q1
IEEE Transactions on Cybernetics;Electrical and Electronic Engineering;Q1
IEEE Transactions on Cybernetics;Human-Computer Interaction;Q1
IEEE Transactions on Cybernetics;Information Systems;Q1
IEEE Transactions on Cybernetics;Software;Q1
MIS Quarterly: Management Information Systems;Computer Science Applications;Q1
MIS Quarterly: Management Information Systems;Information Systems;Q1
MIS Quarterly: Management Information Systems;Information Systems and Management;Q1
MIS Quarterly: Management Information Systems;Management Information Systems;Q1
Applied Catalysis B: Environmental;Catalysis;Q1
Applied Catalysis B: Environmental;Environmental Science, miscellaneous;Q1
Applied Catalysis B: Environmental;Process Chemistry and Technology;Q1
Clinical Psychology Review;Clinical Psychology;Q1
Clinical Psychology Review;Psychiatry and Mental Health;Q1
Ultrasound in Obstetrics and Gynecology;Medicine, miscellaneous;Q1
Ultrasound in Obstetrics and Gynecology;Obstetrics and Gynecology;Q1
Ultrasound in Obstetrics and Gynecology;Radiological and Ultrasound Technology;Q1
Ultrasound in Obstetrics and Gynecology;Radiology, Nuclear Medicine and Imaging;Q1
Ultrasound in Obstetrics and Gynecology;Reproductive Medicine;Q1
Coordination Chemistry Reviews;Inorganic Chemistry;Q1
Coordination Chemistry Reviews;Materials Chemistry;Q1
Coordination Chemistry Reviews;Physical and Theoretical Chemistry;Q1
IEEE Transactions on Wireless Communications;Applied Mathematics;Q1
IEEE Transactions on Wireless Communications;Computer Science Applications;Q1
IEEE Transactions on Wireless Communications;Electrical and Electronic Engineering;Q1
American Journal of Psychiatry;Psychiatry and Mental Health;Q1
Journal of the Academy of Marketing Science;Business and International Management;Q1
Journal of the Academy of Marketing Science;Economics and Econometrics;Q1
Journal of the Academy of Marketing Science;Marketing;Q1
Eurosurveillance;Epidemiology;Q1
Eurosurveillance;Medicine, miscellaneous;Q1
Eurosurveillance;Public Health, Environmental and Occupational Health;Q1
Eurosurveillance;Virology;Q1
Ophthalmology;Ophthalmology;Q1
Acta Mathematica;Mathematics, miscellaneous;Q1
Journal of the American Statistical Association;Statistics and Probability;Q1
Journal of the American Statistical Association;Statistics, Probability and Uncertainty;Q1
Clinical Cancer Research;Cancer Research;Q1
Clinical Cancer Research;Oncology;Q1
Clinical Infectious Diseases;Infectious Diseases;Q1
Clinical Infectious Diseases;Microbiology, medical;Q1
Microbiome;Microbiology;Q1
Microbiome;Microbiology, medical;Q1
Journal of International Business Studies;Business and International Management;Q1
